time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,rollout/exploration_rate,train/n_updates,train/learning_rate,train/loss
2,-1.0,1440,3280,6.18,7888,0.9625320000000005,,,
2,-1.0,1444,3281,6.27,7926,0.9623514999999996,,,
2,-1.0,1448,3281,6.3,7954,0.9622184999999999,,,
2,-1.0,1452,3280,6.23,7966,0.9621615000000004,,,
2,-1.0,1456,3279,6.25,7983,0.9620807499999997,,,
2,-0.9817100000000001,1460,3280,6.42,8027,0.96187175,,,
2,-0.98171,1464,3281,6.3,8053,0.9617482499999996,,,
2,-0.98171,1468,3280,6.25,8070,0.9616674999999999,,,
2,-0.98171,1472,3279,6.26,8090,0.9615725000000004,,,
2,-0.9627899999999999,1476,3280,6.24,8123,0.9614157499999996,,,
2,-0.9627899999999999,1480,3280,6.34,8158,0.9612494999999995,,,
2,-0.9627899999999999,1484,3279,6.27,8176,0.9611640000000001,,,
2,-0.9627899999999999,1488,3279,5.94,8187,0.9611117500000003,,,
2,-0.9627899999999999,1492,3279,5.94,8215,0.9609787499999997,,,
2,-0.9627899999999999,1496,3279,6.19,8257,0.9607792500000002,,,
2,-0.9627899999999999,1500,3280,6.28,8288,0.9606319999999997,,,
2,-0.9627899999999999,1504,3280,6.25,8308,0.9605370000000001,,,
2,-0.9627899999999999,1508,3280,6.39,8345,0.9603612499999998,,,
2,-0.9627899999999999,1512,3280,6.25,8359,0.96029475,,,
2,-0.9627899999999999,1516,3280,6.46,8398,0.9601095000000005,,,
2,-0.9627899999999999,1520,3279,6.35,8407,0.9600667499999997,,,
2,-0.9627899999999999,1524,3278,6.28,8416,0.9600240000000001,,,
2,-0.9627899999999999,1528,3278,6.41,8451,0.9598577500000001,,,
2,-0.9627899999999999,1532,3278,6.27,8471,0.9597627500000006,,,
2,-0.9627899999999999,1536,3278,6.25,8490,0.9596724999999995,,,
2,-0.9627899999999999,1540,3278,6.36,8524,0.9595110000000001,,,
2,-0.9627899999999999,1544,3278,6.2,8546,0.9594065000000003,,,
2,-0.9627899999999999,1548,3277,6.02,8556,0.959359,,,
2,-0.9627899999999999,1552,3277,6.32,8598,0.9591594999999995,,,
2,-0.9627899999999999,1556,3276,6.35,8618,0.9590645,,,
2,-0.9810800000000001,1560,3276,6.21,8648,0.958922,,,
2,-0.9810800000000001,1564,3274,6.08,8661,0.9588602499999999,,,
2,-0.9810800000000001,1568,3274,6.2,8690,0.9587224999999996,,,
2,-0.9810800000000001,1572,3273,6.15,8705,0.9586512500000002,,,
2,-1.0,1576,3271,6.19,8742,0.9584754999999998,,,
2,-1.0,1580,3270,6.03,8761,0.9583852499999999,,,
2,-1.0,1584,3271,6.24,8800,0.9582000000000004,,,
2,-1.0,1588,3271,6.31,8818,0.9581145,,,
2,-1.0,1592,3270,6.11,8826,0.9580765,,,
2,-1.0,1596,3269,5.9,8847,0.9579767499999998,,,
2,-1.0,1600,3269,5.75,8863,0.9579007499999996,,,
2,-1.0,1604,3268,5.67,8875,0.9578437500000001,,,
2,-1.0,1608,3268,5.39,8884,0.9578010000000006,,,
2,-1.0,1612,3267,5.46,8905,0.9577012500000003,,,
2,-1.0,1616,3266,5.21,8919,0.9576347500000005,,,
2,-1.0,1620,3266,5.39,8946,0.9575065000000005,,,
2,-1.0,1624,3265,5.42,8958,0.9574494999999998,,,
2,-1.0,1628,3261,5.2,8971,0.9573877499999998,,,
2,-1.0,1632,3261,5.17,8988,0.957307,,,
2,-1.0,1636,3261,5.22,9012,0.957193,,,
2,-1.0,1640,3261,5.08,9032,0.9570980000000003,,,
2,-1.0,1644,3260,5.01,9047,0.9570267499999999,,,
2,-1.0,1648,3260,5.1,9066,0.9569365,,,
2,-1.0,1652,3259,4.96,9094,0.9568035000000004,,,
2,-1.0,1656,3259,4.87,9105,0.9567512500000004,,,
2,-1.0,1660,3258,4.68,9116,0.9566990000000005,,,
2,-1.0,1664,3257,4.72,9133,0.9566182499999998,,,
